StockCode,description,elasticity_category,confidence,current_price,recommended_price,final_change_pct,action,elasticity,p_value,r_squared,total_revenue
22980,pantry scrubbing brush,highly elastic,high,2.1966666666666668,2.1966666666666668,0.0,hold — price sensitive,-9.8341,0.0008,0.7276,3661.8899999999994
21892,traditional wooden catch cup game,unusual,medium,1.371,1.371,0.0,manual review,7.3459,0.136,0.1904,3656.75
20677,pink polkadot bowl,highly elastic,high,1.3957142857142857,1.3957142857142857,0.0,hold — price sensitive,-5.9104,0.0058,0.5146,3642.5800000000004
20682,red retrospot childrens umbrella,unusual,low,3.6614285714285715,3.6614285714285715,0.0,hold — low confidence,3.5754,0.4653,0.0494,3629.66
22236,cake stand 3 tier magic garden,highly elastic,high,12.55,12.55,0.0,hold — price sensitive,-40.5211,0.0007,0.6984,3624.5999999999995
23064,cinderella chandelier,highly elastic,high,40.48,40.48,0.0,hold — price sensitive,-2.1637,0.0026,0.804,3617.6000000000004
22628,picnic boxes set of 3 retrospot,highly elastic,medium,4.95,4.95,0.0,hold — price sensitive,-48.0175,0.0527,0.3,3612.25
22842,biscuit tin vintage red,highly elastic,high,6.65,6.65,0.0,hold — price sensitive,-35.1281,0.0113,0.49,3609.8
85049A,traditional christmas ribbons,unusual,medium,1.3364285714285715,1.3364285714285715,0.0,manual review,42.455,0.0968,0.2305,3607.8
22053,empire design rosette,highly elastic,high,1.24,1.24,0.0,hold — price sensitive,-69.676,0.0002,0.8372,3596.4199999999996
23092,large antique white photo frame,highly elastic,low,7.5875,7.5875,0.0,hold — low confidence,-15.7374,0.3272,0.1594,3584.0600000000004
22596,christmas star wish list chalkboard,elastic,low,0.5697777777777778,0.5697777777777778,0.0,hold — low confidence,-1.1259,0.5564,0.0735,3567.7
22896,peg bag apples design,highly elastic,high,3.032,3.032,0.0,hold — price sensitive,-9.2234,0.0043,0.5381,3566.77
22854,cream sweetheart egg holder,highly elastic,low,4.9,4.9,0.0,hold — low confidence,-5.0423,0.7937,0.0091,3547.3
21746,small red retrospot windmill,highly elastic,medium,1.3,1.3,0.0,hold — price sensitive,-6.4346,0.1,0.2473,3521.7000000000003
23191,bundle of 3 retro note books,highly elastic,medium,1.7671428571428571,1.7671428571428571,0.0,hold — price sensitive,-10.8897,0.1143,0.3624,3520.3999999999996
22809,set of 6 t-lights santa,unusual,medium,3.1533333333333338,3.1533333333333338,0.0,manual review,22.1654,0.0991,0.3879,3517.6600000000003
85049E,scandinavian reds ribbons,unusual,low,1.3844444444444446,1.3844444444444446,0.0,hold — low confidence,7.0736,0.3789,0.071,3499.7
22371,airline bag vintage tokyo 78,unusual,medium,4.593999999999999,4.593999999999999,0.0,manual review,5.446,0.1402,0.1868,3489.88
23085,antique silver bauble lamp,highly elastic,medium,9.8625,9.8625,0.0,hold — price sensitive,-24.6449,0.0857,0.4772,3489.7000000000003
23089,glass bon bon jar,unusual,low,1.8499999999999999,1.8499999999999999,0.0,hold — low confidence,0.5408,0.8967,0.003,3487.35
23111,parisienne sewing box,highly elastic,high,12.08,12.08,0.0,hold — price sensitive,-43.6479,0.0222,0.6098,3464.8
21531,red retrospot sugar jam bowl,highly elastic,medium,2.55,2.55,0.0,hold — price sensitive,-15.8813,0.1573,0.1731,3459.15
21588,retrospot giant tube matches,highly elastic,low,2.505,2.505,0.0,hold — low confidence,-15.1479,0.5581,0.0321,3450.15
84508A,camouflage design teddy,highly elastic,high,2.41,2.41,0.0,hold — price sensitive,-31.8242,0.008,0.6062,3445.5000000000005
21703,bag 125g swirly marbles,unusual,low,0.4492857142857143,0.4492857142857143,0.0,hold — low confidence,0.0168,0.9981,0.0,3431.35
22688,doormat peace on earth blue,highly elastic,high,8.25,8.25,0.0,hold — price sensitive,-26.4144,0.0049,0.8219,3426.25
22665,recipe box blue sketchbook design,inelastic,rule-based,2.97,3.12,5.0,increase price (rule-based),-0.4258,0.9634,0.0002,3425.01
22577,wooden heart christmas scandinavian,highly elastic,nan,0.386551724137931,0.386551724137931,0.0,hold — price sensitive,-4.584,0.0,0.7938,3416.4799999999996
21463,mirrored disco ball,highly elastic,high,5.75,5.75,0.0,hold — price sensitive,-21.882,0.0079,0.4876,3405.3
22782,set 3 wicker storage baskets,highly elastic,nan,24.95,24.95,0.0,hold — price sensitive,-3.344,0.0,0.7991,3399.95
23210,white rocking horse hand painted,highly elastic,low,1.25,1.25,0.0,hold — low confidence,-13.5582,0.658,0.0424,3377.75
22131,food container set 3 love heart,highly elastic,low,2.495,2.495,0.0,hold — low confidence,-2.0926,0.4894,0.0444,3370.42
21243,pink  polkadot plate,highly elastic,high,1.6900000000000002,1.6900000000000002,0.0,hold — price sensitive,-58.5806,0.0007,0.6599,3329.0499999999997
47567B,tea time kitchen apron,highly elastic,high,5.95,5.95,0.0,hold — price sensitive,-40.6258,0.0204,0.4,3264.8
23009,i love london baby gift set,highly elastic,medium,16.95,16.95,0.0,hold — price sensitive,-12.0657,0.1627,0.2282,3262.5499999999997
21890,s/6 wooden skittles in cotton bag,unusual,low,3.5675,3.5675,0.0,hold — low confidence,3.5995,0.3541,0.0784,3262.51
22563,happy stencil craft,highly elastic,high,1.2246666666666668,1.2246666666666668,0.0,hold — price sensitive,-32.4787,0.0174,0.4154,3247.2200000000003
22348,tea bag plate red retrospot,highly elastic,high,0.98,0.98,0.0,hold — price sensitive,-11.7677,0.004,0.5442,3223.49
22738,ribbon reel snowy village,unusual,medium,1.65,1.65,0.0,manual review,26.5001,0.1345,0.3326,3219.43
22801,antique glass pedestal bowl,highly elastic,low,3.6060000000000003,3.6060000000000003,0.0,hold — low confidence,-2.1281,0.8804,0.0022,3200.9700000000003
23239,set of 4 knick knack tins poppies,unusual,low,2.066666666666667,2.066666666666667,0.0,hold — low confidence,0.3982,0.5988,0.0593,3188.05
22578,wooden star christmas scandinavian,highly elastic,high,0.38151515151515153,0.38151515151515153,0.0,hold — price sensitive,-4.2225,0.003,0.8533,3165.22
22775,purple drawerknob acrylic edwardian,highly elastic,low,1.25,1.25,0.0,hold — low confidence,-19.3838,0.3003,0.097,3157.57
22029,spaceboy birthday card,elastic,low,0.4423076923076923,0.4423076923076923,0.0,hold — low confidence,-1.0763,0.7479,0.0098,3130.22
85053,french enamel candleholder,unusual,medium,2.177142857142857,2.177142857142857,0.0,manual review,16.7234,0.1595,0.1715,3104.32
23308,set of 60 vintage leaf cake cases,highly elastic,medium,0.6018181818181818,0.6018181818181818,0.0,hold — price sensitive,-7.0528,0.0888,0.4706,3098.21
22432,watering can pink bunny,unusual,low,1.8499999999999999,1.8499999999999999,0.0,hold — low confidence,2.7733,0.84,0.0039,3096.45
22760,"tray, breakfast in bed",highly elastic,high,12.33,12.33,0.0,hold — price sensitive,-6.1598,0.0175,0.5264,3089.85
23253,16 piece cutlery set pantry design,highly elastic,medium,15.95,15.95,0.0,hold — price sensitive,-26.6109,0.0863,0.3623,3082.1
22567,20 dolly pegs retrospot,highly elastic,medium,1.45,1.45,0.0,hold — price sensitive,-6.6205,0.181,0.1713,3048.2
22300,coffee mug dog + ball design,highly elastic,high,2.55,2.55,0.0,hold — price sensitive,-38.1094,0.0019,0.6008,3047.3399999999997
82580,bathroom metal sign,elastic,low,0.5711111111111111,0.5711111111111111,0.0,hold — low confidence,-0.8525,0.7805,0.0074,3018.05
22504,cabin bag vintage retrospot,highly elastic,medium,29.95,29.95,0.0,hold — price sensitive,-1.9866,0.0642,0.3653,3012.4
22564,alphabet stencil craft,highly elastic,low,1.3844444444444446,1.3844444444444446,0.0,hold — low confidence,-6.5148,0.4712,0.0482,3005.44
22687,doormat christmas village,highly elastic,low,16.63,16.63,0.0,hold — low confidence,-2.0308,0.5538,0.0943,2991.7
22855,fine wicker heart,highly elastic,high,1.24,1.24,0.0,hold — price sensitive,-61.5315,0.0254,0.5334,2984.52
21135,victorian  metal postcard spring,highly elastic,high,1.6900000000000002,1.6900000000000002,0.0,hold — price sensitive,-23.7079,0.0003,0.7189,2975.24
22812,pack 3 boxes christmas pannetone,unusual,low,1.95,1.95,0.0,hold — low confidence,6.0418,0.391,0.1246,2964.7699999999995
23461,sweetheart bird house,highly elastic,low,4.055555555555555,4.055555555555555,0.0,hold — low confidence,-149.0685,0.3131,0.4718,2950.05
21974,set of 36 paisley flower doilies,unusual,low,1.66,1.66,0.0,hold — low confidence,0.2221,0.9587,0.0003,2942.5099999999998
21868,potting shed tea mug,highly elastic,nan,3.29,3.29,0.0,hold — price sensitive,-4.3914,0.0,0.9641,2926.98
22311,office mug warmer black+silver,unusual,high,3.438,3.438,0.0,manual review,12.5134,0.0032,0.5619,2925.5
21429,red gingham rose jewellery box,highly elastic,low,1.92,1.92,0.0,hold — low confidence,-5.184,0.4903,0.0613,2925.0
22244,3 hook hanger magic garden,highly elastic,high,1.93,1.93,0.0,hold — price sensitive,-42.9041,0.0107,0.5775,2915.5499999999997
21716,boys vintage tin seaside bucket,highly elastic,medium,2.55,2.55,0.0,hold — price sensitive,-36.0399,0.1088,0.2169,2911.7999999999997
22065,christmas pudding trinket pot,highly elastic,high,0.38999999999999996,0.38999999999999996,0.0,hold — price sensitive,-3.2557,0.0185,0.6312,2892.02
22460,embossed glass tealight holder,highly elastic,low,1.492,1.492,0.0,hold — low confidence,-2.5604,0.4098,0.0626,2871.84
21561,dinosaur lunch box with cutlery,highly elastic,low,2.55,2.55,0.0,hold — low confidence,-6.2934,0.3635,0.0755,2868.7799999999997
22195,large heart measuring spoons,unusual,low,1.7525,1.7525,0.0,hold — low confidence,3.0418,0.3629,0.0757,2841.87
22465,hanging metal star lantern,highly elastic,medium,0.9593333333333334,0.9593333333333334,0.0,hold — price sensitive,-2.4182,0.1588,0.172,2839.6299999999997
23182,toilet sign occupied or vacant,highly elastic,high,1.0628571428571427,1.0628571428571427,0.0,hold — price sensitive,-5.8752,0.0129,0.5594,2837.5699999999997
37370,retro coffee mugs assorted,highly elastic,high,1.35,1.35,0.0,hold — price sensitive,-12.9189,0.0003,0.8236,2835.08
22079,ribbon reel hearts design,unusual,low,1.832222222222222,1.832222222222222,0.0,hold — low confidence,2.8718,0.4972,0.0429,2831.9900000000002
22894,tablecloth red apples design,unusual,low,9.95,9.95,0.0,hold — low confidence,0.0578,0.9885,0.0,2821.95
22219,lovebird hanging decoration white,highly elastic,low,0.85,0.85,0.0,hold — low confidence,-2.1703,0.7775,0.0076,2818.62
85132C,charlie and lola figures tins,highly elastic,nan,4.62,4.62,0.0,hold — price sensitive,-2.4575,0.0,0.9725,2817.7999999999997
21918,set 12 kids colour  chalk sticks,highly elastic,medium,0.4473333333333333,0.4473333333333333,0.0,hold — price sensitive,-14.041,0.0542,0.2968,2814.7
84692,box of 24 cocktail parasols,highly elastic,low,0.45416666666666666,0.45416666666666666,0.0,hold — low confidence,-1.954,0.3919,0.0673,2810.67
21499,blue polkadot wrap,highly elastic,low,0.42,0.42,0.0,hold — low confidence,-18.9893,0.2281,0.129,2808.5
23056,flowers chandelier t-light holder,elastic,low,6.4,6.4,0.0,hold — low confidence,-0.7675,0.8816,0.004,2808.41
22810,set of 6 t-lights snowmen,unusual,medium,2.95,2.95,0.0,manual review,16.0652,0.1116,0.3212,2792.0800000000004
79000,moroccan tea glass,highly elastic,medium,0.82,0.82,0.0,hold — price sensitive,-16.5501,0.1316,0.2607,2761.6
22823,chest natural wood 20 drawers,highly elastic,high,119.0,119.0,0.0,hold — price sensitive,-7.246,0.0015,0.7352,2745.0
22778,glass cloche small,highly elastic,low,3.84,3.84,0.0,hold — low confidence,-4.1893,0.5516,0.0366,2743.75
21715,girls vintage tin seaside bucket,highly elastic,medium,2.55,2.55,0.0,hold — price sensitive,-42.2449,0.0517,0.302,2736.75
22746,poppy's playhouse livingroom,unusual,low,2.1,2.1,0.0,hold — low confidence,5.4484,0.4474,0.0534,2733.02
47599B,blue party bags,highly elastic,high,2.1,2.1,0.0,hold — price sensitive,-55.1045,0.0009,0.6493,2728.94
22739,ribbon reel christmas sock bauble,unusual,medium,1.855,1.855,0.0,manual review,15.5924,0.1494,0.2412,2704.44
22990,cotton apron pantry design,elastic,medium,2.159090909090909,2.159090909090909,0.0,hold — elastic,-1.191,0.1712,0.1972,2684.5
22843,biscuit tin vintage green,highly elastic,medium,6.64,6.64,0.0,hold — price sensitive,-16.3644,0.056,0.3184,2678.59
21201,tropical  honeycomb paper garland,highly elastic,high,2.55,2.55,0.0,hold — price sensitive,-29.2973,0.0011,0.633,2672.25
22702,black and white cat bowl,highly elastic,high,1.92,1.92,0.0,hold — price sensitive,-4.9502,0.0289,0.3939,2661.8999999999996
23427,stool home sweet home,highly elastic,medium,12.5,12.5,0.0,hold — price sensitive,-127.7731,0.1275,0.7612,2648.4
22604,set of 4 napkin charms cutlery,highly elastic,high,2.55,2.55,0.0,hold — price sensitive,-33.8736,0.0157,0.4256,2643.0
85178,victorian sewing kit,highly elastic,low,1.492,1.492,0.0,hold — low confidence,-5.0077,0.2939,0.0995,2642.19
23211,red rocking horse hand painted,highly elastic,low,1.25,1.25,0.0,hold — low confidence,-3.3766,0.6606,0.0417,2634.0
22222,cake plate lovebird white,highly elastic,high,4.95,4.95,0.0,hold — price sensitive,-4.925,0.0026,0.5775,2599.2
22777,glass bell jar large,highly elastic,low,8.2,8.2,0.0,hold — low confidence,-11.2959,0.3372,0.2288,2598.4500000000003
21563,red heart shape love bucket,highly elastic,high,0.934,0.934,0.0,hold — price sensitive,-2.3326,0.0305,0.3588,2585.23
22700,black and white dog bowl,highly elastic,medium,2.5,2.5,0.0,hold — price sensitive,-2.4283,0.1552,0.2354,2584.68
23212,heart wreath decoration with bell,unusual,low,1.25,1.25,0.0,hold — low confidence,2.7922,0.8387,0.0091,2582.63
23164,regency cake slice,highly elastic,medium,4.95,4.95,0.0,hold — price sensitive,-37.044,0.1226,0.3497,2569.25
22187,green christmas tree card holder,highly elastic,high,4.063333333333333,4.063333333333333,0.0,hold — price sensitive,-6.1632,0.0013,0.7914,2562.27
21115,rose caravan doorstop,highly elastic,high,1.95,1.95,0.0,hold — price sensitive,-1.6386,0.0177,0.414,2551.95
21735,two door curio cabinet,highly elastic,low,12.5,12.5,0.0,hold — low confidence,-4.3583,0.5361,0.0496,2551.95
21112,"swiss roll towel, pink  spots",highly elastic,low,2.68,2.68,0.0,hold — low confidence,-2.2245,0.2925,0.137,2551.83
20973,12 pencil small tube woodland,unusual,low,0.6722222222222223,0.6722222222222223,0.0,hold — low confidence,16.5335,0.356,0.0856,2551.15
21985,pack of 12 hearts design tissues,elastic,low,0.434,0.434,0.0,hold — low confidence,-1.325,0.2521,0.1172,2550.29
72802C,vanilla scent candle jewelled box,highly elastic,high,4.08,4.08,0.0,hold — price sensitive,-10.8365,0.0004,0.732,2545.37
22072,red retrospot tea cup and saucer,highly elastic,high,1.513157894736842,1.513157894736842,0.0,hold — price sensitive,-1.725,0.0281,0.3674,2539.19
23266,set of 3 wooden stocking decoration,unusual,medium,1.3076190476190477,1.3076190476190477,0.0,manual review,28.6285,0.0941,0.4598,2535.89
23146,triple hook antique ivory rose,unusual,high,3.19,3.19,0.0,manual review,39.8784,0.027,0.526,2535.89
20829,glitter hanging butterfly string,unusual,low,2.1,2.1,0.0,hold — low confidence,1.7753,0.7095,0.0131,2530.4900000000002
21976,pack of 60 mushroom cake cases,highly elastic,high,0.55,0.55,0.0,hold — price sensitive,-34.7918,0.0059,0.5123,2508.13
22930,baking mould heart milk chocolate,highly elastic,low,2.55,2.55,0.0,hold — low confidence,-23.9066,0.247,0.1196,2505.75
22354,retrospot padded seat cushion,elastic,low,3.82,3.82,0.0,hold — low confidence,-1.383,0.5493,0.037,2502.82
20828,glitter butterfly clips,highly elastic,high,2.55,2.55,0.0,hold — price sensitive,-31.4372,0.0195,0.4044,2494.2
23292,space boy childrens cup,highly elastic,medium,1.37625,1.37625,0.0,hold — price sensitive,-7.5461,0.0516,0.5644,2487.62
21240,blue polkadot cup,highly elastic,high,0.85,0.85,0.0,hold — price sensitive,-53.4815,0.0013,0.6244,2487.08
85184C,s/4 valentine decoupage heart box,highly elastic,nan,2.9500000000000006,2.9500000000000006,0.0,hold — price sensitive,-9.5561,0.0,0.7988,2466.85
22974,childrens dolly girl mug,inelastic,rule-based,1.6499999999999997,1.73,5.0,increase price (rule-based),-0.1614,0.9752,0.0001,2457.99
22360,glass jar english confectionery,highly elastic,high,3.66,3.66,0.0,hold — price sensitive,-7.7507,0.0077,0.4897,2455.9
20717,strawberry shopper bag,unusual,low,1.25,1.25,0.0,hold — low confidence,0.8354,0.9137,0.0011,2455.88
21810,christmas hanging star with bell,highly elastic,high,0.5072727272727273,0.5072727272727273,0.0,hold — price sensitive,-4.4766,0.0018,0.7712,2443.0699999999997
22963,jam jar with green lid,highly elastic,high,0.85,0.85,0.0,hold — price sensitive,-45.9843,0.0246,0.3809,2440.6
22937,baking mould chocolate cupcakes,highly elastic,high,3.755,3.755,0.0,hold — price sensitive,-4.5498,0.0417,0.3257,2425.19
47559B,tea time oven glove,elastic,low,1.36,1.36,0.0,hold — low confidence,-1.4415,0.69,0.015,2416.67
72351A,set/6 turquoise butterfly t-lights,highly elastic,high,2.1,2.1,0.0,hold — price sensitive,-65.4569,0.0003,0.7026,2414.16
22945,christmas metal tags assorted,elastic,low,1.1666666666666667,1.1666666666666667,0.0,hold — low confidence,-1.438,0.7951,0.0089,2401.0299999999997
23264,set of 3 wooden sleigh decorations,unusual,high,1.3136842105263158,1.3136842105263158,0.0,manual review,25.2309,0.0493,0.5715,2392.95
21411,gingham heart  doorstop red,highly elastic,high,2.116842105263158,2.116842105263158,0.0,hold — price sensitive,-2.9514,0.0028,0.5707,2391.46
22822,cream wall planter heart shaped,unusual,low,5.95,5.95,0.0,hold — low confidence,7.4942,0.563,0.0313,2390.2000000000003
21903,man flu metal sign,highly elastic,medium,2.3966666666666665,2.3966666666666665,0.0,hold — price sensitive,-1.7347,0.1626,0.1692,2360.5800000000004
84568,girls alphabet iron on patches,highly elastic,medium,0.2,0.2,0.0,hold — price sensitive,-7.4126,0.0857,0.3635,2332.8
21730,glass star frosted t-light holder,highly elastic,low,5.665714285714286,5.665714285714286,0.0,hold — low confidence,-3.182,0.5541,0.0327,2324.14
22644,ceramic cherry cake money bank,elastic,high,0.39,0.39,0.0,hold — elastic,-1.3152,0.0356,0.3426,2322.2
22610,pens assorted funny face,elastic,medium,0.19,0.19,0.0,hold — elastic,-1.015,0.051,0.3035,2320.58
22902,tote bag i love london,highly elastic,high,2.1,2.1,0.0,hold — price sensitive,-21.2802,0.0258,0.3762,2306.58
22774,red drawer knob acrylic edwardian,highly elastic,medium,1.25,1.25,0.0,hold — price sensitive,-43.8826,0.0751,0.2599,2295.45
21110,large cake towel pink spots,highly elastic,high,6.0,6.0,0.0,hold — price sensitive,-4.4869,0.0047,0.6067,2295.05
22380,toy tidy spaceboy,elastic,low,1.3712499999999999,1.3712499999999999,0.0,hold — low confidence,-0.6579,0.4076,0.0631,2274.75
22645,ceramic heart fairy cake money bank,elastic,medium,0.5484,0.5484,0.0,hold — elastic,-0.9543,0.1508,0.1781,2255.93
22215,cake stand white two tier lace,highly elastic,high,2.95,2.95,0.0,hold — price sensitive,-1.5838,0.0263,0.3741,2254.5
22440,balloon water bomb pack of 35,highly elastic,high,0.42,0.42,0.0,hold — price sensitive,-88.3746,0.003,0.5658,2254.14
22691,doormat welcome sunrise,highly elastic,high,8.25,8.25,0.0,hold — price sensitive,-18.2714,0.0147,0.464,2252.85
35004B,set of 3 black flying ducks,highly elastic,high,5.45,5.45,0.0,hold — price sensitive,-12.0232,0.0037,0.551,2251.15
21875,kings choice mug,elastic,low,1.5142857142857142,1.5142857142857142,0.0,hold — low confidence,-1.0635,0.658,0.0185,2249.56
23400,shelf with 4 hooks home sweet home,highly elastic,low,6.25,6.25,0.0,hold — low confidence,-57.8466,0.2855,0.5105,2247.36
85062,pearl crystal pumpkin t-light hldr,highly elastic,high,2.0549999999999997,2.0549999999999997,0.0,hold — price sensitive,-5.8429,0.024,0.3837,2234.6699999999996
22426,enamel wash bowl cream,highly elastic,high,3.75,3.75,0.0,hold — price sensitive,-25.8676,0.0246,0.3812,2231.8
23316,red refectory clock,highly elastic,medium,9.95,9.95,0.0,hold — price sensitive,-64.0819,0.1078,0.4336,2222.2
21107,cream slice flannel pink spot,highly elastic,high,2.55,2.55,0.0,hold — price sensitive,-18.5844,0.0061,0.5451,2218.8
84509A,set of 4 english rose placemats,unusual,low,3.75,3.75,0.0,hold — low confidence,1.6761,0.8361,0.0041,2194.64
22939,apron apple delight,highly elastic,medium,4.25,4.25,0.0,hold — price sensitive,-1.7843,0.18,0.1571,2188.48
84832,zinc willie winkie  candle stick,unusual,high,0.91,0.91,0.0,manual review,17.9688,0.0116,0.4537,2176.95
21811,christmas hanging heart with bell,highly elastic,high,1.02,1.02,0.0,hold — price sensitive,-3.2762,0.0011,0.6694,2176.66
23265,set of 3 wooden tree decorations,unusual,high,1.3172222222222223,1.3172222222222223,0.0,manual review,32.2871,0.0241,0.6712,2162.46
23401,rustic mirror with lace heart,highly elastic,low,5.2,5.2,0.0,hold — low confidence,-5.3865,0.3855,0.3776,2155.51
23406,home sweet home key holder,highly elastic,medium,6.25,6.25,0.0,hold — price sensitive,-61.5523,0.155,0.7141,2154.79
22476,empire union jack tv dinner tray,highly elastic,high,2.834,2.834,0.0,hold — price sensitive,-4.8075,0.0191,0.4065,2150.77
21592,retrospot cigar box matches,elastic,high,0.39,0.39,0.0,hold — elastic,-1.4161,0.0218,0.3934,2150.71
22851,set 20 napkins fairy cakes design,highly elastic,high,0.98,0.98,0.0,hold — price sensitive,-10.0577,0.0203,0.4003,2148.23
22064,pink doughnut trinket pot,elastic,high,0.39,0.39,0.0,hold — elastic,-1.0175,0.0114,0.4551,2142.6
22660,doormat i love london,highly elastic,high,7.859999999999999,7.859999999999999,0.0,hold — price sensitive,-10.7524,0.0238,0.3845,2141.54
21109,"large cake towel, chocolate spots",highly elastic,high,1.95,1.95,0.0,hold — price sensitive,-2.5681,0.0064,0.5415,2131.35
23093,small parisienne heart photo frame,highly elastic,medium,2.49,2.49,0.0,hold — price sensitive,-17.2688,0.1946,0.2621,2125.1600000000003
21313,glass heart t-light holder,highly elastic,low,0.85,0.85,0.0,hold — low confidence,-2.7387,0.4275,0.0581,2107.2
22548,heads and tails sporting fun,unusual,low,1.25,1.25,0.0,hold — low confidence,2.947,0.7826,0.008,2097.96
23020,glass  songbird storage jar,highly elastic,low,12.5,12.5,0.0,hold — low confidence,-31.2671,0.2488,0.254,2092.0
22378,wall tidy retrospot,highly elastic,high,1.93,1.93,0.0,hold — price sensitive,-5.7646,0.0012,0.6688,2084.3
21982,pack of 12 suki tissues,elastic,low,0.4388888888888889,0.4388888888888889,0.0,hold — low confidence,-1.3386,0.2219,0.1322,2083.58
21934,skull shoulder bag,unusual,low,1.5833333333333333,1.5833333333333333,0.0,hold — low confidence,15.8277,0.3311,0.0859,2081.2
22737,ribbon reel christmas present,unusual,medium,1.832222222222222,1.832222222222222,0.0,manual review,19.8035,0.1083,0.29,2075.39
22983,card billboard font,highly elastic,medium,0.4655555555555555,0.4655555555555555,0.0,hold — price sensitive,-5.6382,0.1117,0.2137,2072.79
21609,set 12 lavender  botanical t-lights,highly elastic,medium,2.92,2.92,0.0,hold — price sensitive,-28.6826,0.0718,0.3908,2072.15
22762,cupboard 3 drawer ma campagne,highly elastic,high,14.95,14.95,0.0,hold — price sensitive,-16.3941,0.0348,0.3451,2070.95
85175,cacti t-light candles,highly elastic,medium,0.42,0.42,0.0,hold — price sensitive,-15.7069,0.1285,0.2154,2065.38
21794,classic french style basket natural,highly elastic,high,5.21,5.21,0.0,hold — price sensitive,-4.3544,0.0002,0.8091,2064.4700000000003
84596B,small dolly mix design orange bowl,highly elastic,high,0.4441176470588235,0.4441176470588235,0.0,hold — price sensitive,-2.0449,0.0001,0.7759,2063.29
22349,dog bowl chasing ball design,highly elastic,medium,3.75,3.75,0.0,hold — price sensitive,-15.0669,0.1083,0.2174,2052.93
21239,pink  polkadot cup,highly elastic,high,0.85,0.85,0.0,hold — price sensitive,-44.6261,0.0039,0.5464,2049.77
21069,vintage billboard tea mug,highly elastic,medium,1.22,1.22,0.0,hold — price sensitive,-19.12,0.0747,0.3849,2049.05
22128,party cones candy assorted,highly elastic,low,1.24,1.24,0.0,hold — low confidence,-15.51,0.2564,0.1266,2042.69
22573,star wooden christmas decoration,unusual,high,0.9475,0.9475,0.0,manual review,26.2497,0.0443,0.5174,2040.81
22070,small red retrospot mug in box,unusual,low,3.75,3.75,0.0,hold — low confidence,4.9776,0.4103,0.0624,2034.43
22743,make your own flowerpower card kit,highly elastic,high,1.03,1.03,0.0,hold — price sensitive,-1.5099,0.0493,0.3074,2030.6100000000001
22185,slate tile natural hanging,elastic,low,0.79,0.79,0.0,hold — low confidence,-1.4649,0.3003,0.097,2029.6999999999998
22075,6 ribbons elegant christmas,highly elastic,low,0.6546666666666667,0.6546666666666667,0.0,hold — low confidence,-1.9742,0.386,0.1088,2019.2299999999998
22653,button box,highly elastic,low,1.886,1.886,0.0,hold — low confidence,-14.1485,0.4328,0.0569,2018.53
22196,small heart measuring spoons,unusual,medium,0.8933333333333332,0.8933333333333332,0.0,manual review,9.8174,0.0641,0.2779,2013.7299999999998
21781,ma campagne cutlery box,highly elastic,low,14.86,14.86,0.0,hold — low confidence,-20.8893,0.4733,0.0889,2012.5
22959,wrap christmas village,unusual,low,0.42000000000000004,0.42000000000000004,0.0,hold — low confidence,18.2064,0.2626,0.2979,2003.92
21980,pack of 12 red retrospot tissues,inelastic,rule-based,0.39,0.41,5.0,increase price (rule-based),-0.3854,0.7858,0.007,2003.3099999999997
23326,hanging mini coloured bottles,highly elastic,low,0.5933333333333334,0.5933333333333334,0.0,hold — low confidence,-6.8016,0.7162,0.0505,2000.2200000000003
85038,6 chocolate love heart t-lights,inelastic,rule-based,1.95,2.05,5.0,increase price (rule-based),-0.1823,0.9729,0.0001,1994.2600000000002
23302,kneeling mat housework  design,highly elastic,high,0.8473333333333334,0.8473333333333334,0.0,hold — price sensitive,-1.648,0.0211,0.6159,1993.9099999999999
84950,assorted colour t-light holder,highly elastic,low,0.796,0.796,0.0,hold — low confidence,-1.523,0.7082,0.0132,1990.97
22811,set of 6 t-lights cacti,unusual,low,1.8210000000000002,1.8210000000000002,0.0,hold — low confidence,0.2091,0.9298,0.0008,1987.9299999999998
85174,s/4 cacti candles,highly elastic,high,6.41,6.41,0.0,hold — price sensitive,-3.5781,0.0251,0.3792,1985.67
23403,letter holder home sweet home,highly elastic,low,3.75,3.75,0.0,hold — low confidence,-58.5922,0.2688,0.5346,1984.06
23268,set of 2 ceramic christmas reindeer,unusual,low,1.49,1.49,0.0,hold — low confidence,3.329,0.8348,0.0122,1981.6299999999999
22914,blue coat rack paris fashion,highly elastic,high,4.95,4.95,0.0,hold — price sensitive,-39.5703,0.0182,0.4111,1979.64
22224,white lovebird lantern,unusual,low,2.95,2.95,0.0,hold — low confidence,0.7983,0.9306,0.0007,1973.6000000000001
22059,ceramic strawberry design mug,elastic,high,0.39,0.39,0.0,hold — elastic,-1.3462,0.0357,0.3422,1973.1699999999998
37500,tea time teapot in gift box,inelastic,rule-based,5.785,6.07,5.0,increase price (rule-based),-0.2961,0.7615,0.0087,1972.46
23197,sketchbook magnetic shopping list,unusual,low,1.567142857142857,1.567142857142857,0.0,hold — low confidence,4.6826,0.3285,0.1898,1971.04
23352,roll wrap 50's red christmas,unusual,low,1.25,1.25,0.0,hold — low confidence,20.85,0.4603,0.1922,1964.76
22935,baking mould rose milk chocolate,highly elastic,low,3.25,3.25,0.0,hold — low confidence,-1.7653,0.9102,0.0012,1964.25
